"","year","sector","subsector","rank","iso3c","country","em_pc"
"36",2022,"Energy","energy_oil",3,"COD","Congo - Kinshasa",0.000104030950889263
"37",2022,"Energy","energy_residual",1,"NPL","Nepal",0.00324189928420078
"38",2022,"Energy","energy_residual",2,"AFG","Afghanistan",0.00816456854261099
"39",2022,"Energy","energy_residual",3,"UGA","Uganda",0.0138609128534377
"40",2022,"Energy","FF_PROD",1,"ETH","Ethiopia",8.40845576599301e-06
"41",2022,"Energy","FF_PROD",2,"NPL","Nepal",1.3579503594552e-05
"42",2022,"Energy","FF_PROD",3,"AFG","Afghanistan",2.83028407847722e-05
"43",2022,"Agriculture","LIVESTOCK",1,"COD","Congo - Kinshasa",0.0235783140853763
"44",2022,"Agriculture","LIVESTOCK",2,"CIV","Côte d’Ivoire",0.0971038180208051
"45",2022,"Agriculture","LIVESTOCK",3,"GHA","Ghana",0.114487514057893
"46",2022,"Agriculture","LULUCF",1,"GHA","Ghana",-0.725947560247053
"47",2022,"Agriculture","LULUCF",2,"AFG","Afghanistan",0.025191955643283
"48",2022,"Agriculture","LULUCF",3,"BGD","Bangladesh",0.123753871998936
"49",2022,"Industry","Metals",1,"AFG","Afghanistan",4.72846774002884e-05
"50",2022,"Industry","Metals",2,"UGA","Uganda",4.87956032676955e-05
"51",2022,"Industry","Metals",3,"COD","Congo - Kinshasa",7.85104901141842e-05
"52",2022,"Industry","Other (industry)",1,"COD","Congo - Kinshasa",0.0182122811204161
"53",2022,"Industry","Other (industry)",2,"UGA","Uganda",0.0303810568909032
"54",2022,"Industry","Other (industry)",3,"TZA","Tanzania",0.0365594248705187
"55",2022,"Transport","transport_air",1,"COD","Congo - Kinshasa",0.000395626043622724
"56",2022,"Transport","transport_air",2,"TZA","Tanzania",0.00041514387392727
"57",2022,"Transport","transport_air",3,"UGA","Uganda",0.000874524541008282
"58",2022,"Transport","transport_bus",1,"COD","Congo - Kinshasa",0.0344823727135962
"59",2022,"Transport","transport_bus",2,"AFG","Afghanistan",0.0408328433737782
"60",2022,"Transport","transport_bus",3,"UGA","Uganda",0.0545392134784786
"61",2022,"Transport","transport_cars",1,"COD","Congo - Kinshasa",0.00631569825228324
"62",2022,"Transport","transport_cars",2,"UGA","Uganda",0.00743802014274552
"63",2022,"Transport","transport_cars",3,"ETH","Ethiopia",0.008771623386617
"64",2022,"Transport","TRANSPORT_COOL",1,"COD","Congo - Kinshasa",0.000406206914477016
"65",2022,"Transport","TRANSPORT_COOL",2,"ETH","Ethiopia",0.00101252665737966
"66",2022,"Transport","TRANSPORT_COOL",3,"TZA","Tanzania",0.00131323366624329
"67",2022,"Transport","transport_off",1,"TZA","Tanzania",0.000168234956886352
"68",2022,"Transport","transport_off",2,"AFG","Afghanistan",0.00258754959490285
"69",2022,"Transport","transport_off",3,"COD","Congo - Kinshasa",0.00300592045774646
"70",2022,"Transport","transport_ships",1,"COD","Congo - Kinshasa",0.00113881441791872
"71",2022,"Transport","transport_ships",2,"CIV","Côte d’Ivoire",0.00489850881421435
"72",2022,"Transport","transport_ships",3,"GHA","Ghana",0.00783952401806602
"73",2022,"Industry","Waste",1,"ETH","Ethiopia",0.0799759970668335
"74",2022,"Industry","Waste",2,"KHM","Cambodia",0.0958794663821828
"75",2022,"Industry","Waste",3,"AFG","Afghanistan",0.107180891902616
